Verbatim;Categorie;Libelle;Compar
Relations qui pourraient devenir plus conflictuelles, on doit être très précis dans tout ce que l'on fait. ;Organisation;Ce qui me met en difficulté;1
Résoudre des problèmes;Travail;Ce que j'apprécie;1
Résoudre des problèmes techniques, des choses à apprendre, à faire;Travail;Ce que j'apprécie;1
respect;Collectif;Ce que j'apprécie;1
Respect et ambiance;Collectif;Ce que j'apprécie;1
ressentir une forme de lassitude/fatigue générale qui finit par impacter négativement ma motivation et mon envie de me surpasser;Travail;Ce qui me met en difficulté;1
Rester au top dans son domaine alors que celui-ci évolue constamment;Evolution;Ce qui me met en difficulté;1
Rester vigilante à cause du manque de cadre et de règles;Organisation;Ce qui me met en difficulté;1
Restez sans solution suite à un problème à résoudre;Collectif;Ce qui me met en difficulté;1
Résultats tangibles de mon travail;Travail;Ce que j'apprécie;1
Retard de la direction, alors qu'on demande aux autres d'être à l'heure ;Collectif;Ce qui me met en difficulté;1
Réunions désorganisées : on passe d'un sujet à l'autre, on coupe la parole, on s'écoute pas, on n'est pas concentrés;Organisation;Ce qui me met en difficulté;1
richesse des échanges techniques;Travail;Ce que j'apprécie;1
Rien. ;Autres;Ce qui me met en difficulté;1
Rigoler au boulot, tout en étant très sérieux. ;Collectif;Ce que j'apprécie;1
"Rigueur; Prise de décision; Prioritisation des tâches.";Travail;Ce qui me met en difficulté;1
risque accident du travail;Travail;Ce qui me met en difficulté;1
Rôle du commerce pas mis en valeur;Reconnaissance;Ce qui me met en difficulté;1
rythme de travail;Organisation;Ce que j'apprécie;1
Salaire;Rémunération;Ce que j'apprécie;1
Salaire en dessous du marché;Rémunération;Ce qui me met en difficulté;1
Salary could be better;Rémunération;Ce qui me met en difficulté;1
Santé;Autres;Ce qui me met en difficulté;1
Satisfaire le client;Relation client;Ce que j'apprécie;1
satisfait de l'entreprise;Autres;Ce que j'apprécie;1
Sauf cas contraire ;Autres;Ce qui me met en difficulté;1
Savoir comment interagir et s’organiser quand on a besoin du travail dans un autre domaine que son équipe proche;Organisation;Ce qui me met en difficulté;1
savoir kill and ship;Pression;Ce qui me met en difficulté;1
Savoir où mettre le curseur qualité/efficacité;Priorités;Ce qui me met en difficulté;1
"Se dégager du temps pour des tâches qui demandent des réflexions plus longues (en dehors du ""kill&ship"")";Priorités;Ce qui me met en difficulté;1
Sébastien me donne de l'énergie. ;Collectif;Ce que j'apprécie;1
Sécurité écoute entente;Collectif;Ce que j'apprécie;1
Sensation d'isolement accentuée par les départs;Environnement;Ce qui me met en difficulté;1
sentiment de pas etre assez bon;Autonomie;Ce qui me met en difficulté;1
sentiment faire partie d'une solution bénéfique pour la planete;Vision;Ce que j'apprécie;1
Service client , Avoir des clients contents, satisfaits ;Relation client;Ce que j'apprécie;1
S'il y avait un changement d'emploi ou d'horaire car je dois aller chercher mon enfant après l'école. j'espère ne pas terminer après 16H;Organisation;Ce qui me met en difficulté;1
SimCity, construire la ville avec une Créativité infinie : je fais des liens improbables;Travail;Ce que j'apprécie;1
Situation géographique;Environnement;Ce que j'apprécie;1
sociale;Vision;Ce que j'apprécie;1
solidarité;Collectif;Ce que j'apprécie;1
solidarité des trieurs;Collectif;Ce que j'apprécie;1
solidarité entre collègues;Collectif;Ce que j'apprécie;1
Solidarité entre les différents services;Collectif;Ce que j'apprécie;1
Some non expert people come and try to tell me how to do my job;Collectif;Ce qui me met en difficulté;1
Some of the people with responsibilities I have to work with are clearly not up to the task;Accompagnement;Ce qui me met en difficulté;1
Son ADN;Vision;Ce que j'apprécie;1
Souvent recommencer. Parce que il y a du turnover. Rien n'est écrit. ;Organisation;Ce qui me met en difficulté;1
Souvent travailler dans l'urgence.;Pression;Ce qui me met en difficulté;1
Strcuture cool, esprit jeune, créée par des techniciens, et quand on aime la technique on s'y retrouve. ;Collectif;Ce que j'apprécie;1
stress;Pression;Ce qui me met en difficulté;1
"Structure du NAS ; manque de processus pour documenter ; le bureau est glacial";Organisation;Ce qui me met en difficulté;1
Structure/accessibility of resources;Moyens;Ce qui me met en difficulté;1
success of apps and games;Vision;Ce que j'apprécie;1
suivi produit et cuisson;Travail;Ce qui me met en difficulté;1
"Sujet ; Equipe ; Flexibilité";Travail;Ce que j'apprécie;1
Sujet de la boîte, je veux apporter quelque chose aux autres. ;Travail;Ce que j'apprécie;1
Super ambiance, dans la TASCQ ou avec les équipes. ;Collectif;Ce que j'apprécie;1
Super ambiance, encouragés par les nombreux évènements et activités;Collectif;Ce que j'apprécie;1
Super héros du quotidien ;Autres;Ce que j'apprécie;1
Sur Chantenay, on s'entend très bien, c'est fluide, agréable ;Collectif;Ce que j'apprécie;1
Sur le plan personnel : Expérience, apprentissage, grande richesse ;Evolution;Ce que j'apprécie;1
sur les produits, centrer toutes nos décision sur les datas d'usage de micro-changements mène parfois a ne pas regarder le produit dans son ensemble. On ajoute sans cesse des contraintes à l'utilisateur parce qu'unitairement elle donnait de bons résultat.;Organisation;Ce qui me met en difficulté;1
surchage et capacité du volume du camion;Organisation;Ce qui me met en difficulté;1
"SURCHARGE ; EFFECTIF ; OUTILS";Moyens;Ce qui me met en difficulté;1
surcharge du magasin et de boulot;Pression;Ce qui me met en difficulté;1
Surface actuelle p/au nombre de collaborateurs, Seuls les directeurs ont leur place attitrée;Environnement;Ce qui me met en difficulté;1
Syndrome d'imposture lié à une des missions que j'ai vécues;Accompagnement;Ce qui me met en difficulté;1
Système informatique pas adéquat [moyens] : très lourd et long de sortir des indicateurs de qualité;Moyens;Ce qui me met en difficulté;1
Tâches que je n'aime pas faire. Les statistiques. ;Travail;Ce qui me met en difficulté;1
Technologie;Vision;Ce que j'apprécie;1
"Télétravail difficile à accorder;Surcharge de travail en permanence";Pression;Ce qui me met en difficulté;1
télétravail ou non en adéquation avec mes attentes;Environnement;Ce que j'apprécie;1
Temps perdu à la critique,  chamaille trop;Collectif;Ce qui me met en difficulté;1
tenir les délais;Pression;Ce qui me met en difficulté;1
"The ""start up nation"" philosophy top management seem to have. Live for work instead of work to live";Vision;Ce qui me met en difficulté;1
the ambiance really cool but focused on goal;Collectif;Ce que j'apprécie;1
The amenities we have at the office and the facilities the company gives us (meal card, remote work...);Rémunération;Ce que j'apprécie;1
The autonomy I have;Autonomie;Ce que j'apprécie;1
The challenge;Travail;Ce que j'apprécie;1
The fact that our team usually is the one communicated as the main reason there's performance issues within the company.;Communication;Ce qui me met en difficulté;1
The growth: when feeling that we participate in the company's growth;Dynamique;Ce que j'apprécie;1
The job diversity: be able to exchange and learn from people - with various backgrounds, technical and soft skills - and work together to reach our goals;Travail;Ce que j'apprécie;1
The kind of projects I used to work in, which are now changing.;Travail;Ce qui me met en difficulté;1
The opportunity to work on different projects.;Travail;Ce que j'apprécie;1
The ownership of my current projects;Travail;Ce que j'apprécie;1
the part of freedom we have to achieve our mission;Autonomie;Ce que j'apprécie;1
The people and ambiance: you will always find at least one common point between all of us;Collectif;Ce que j'apprécie;1
the personal growth in my profession;Evolution;Ce que j'apprécie;1
The relationship I have with my colleges;Collectif;Ce que j'apprécie;1
The team I have (support, help, etc.);Collectif;Ce que j'apprécie;1
The trust that the company puts in me and the responsibilities it awards.;Autonomie;Ce que j'apprécie;1
Things move slowly;Organisation;Ce qui me met en difficulté;1
ton autonomie;Autonomie;Ce que j'apprécie;1
Too many different things to do;Pression;Ce qui me met en difficulté;1
Toujours le téléphone qui sonne. Des mails dans tous les sens. Pas le temps de faire les devis.  ;Pression;Ce qui me met en difficulté;1
tournée;Travail;Ce que j'apprécie;1
Tous;Autres;Ce que j'apprécie;1
Tous les 6 mois, on change l'organisation. ;Organisation;Ce qui me met en difficulté;1
tout;Travail;Ce que j'apprécie;1
Tout ce qu'on vient de dire sur l'activité;Travail;Ce que j'apprécie;1
tout est clair pour moi;Autres;Ce qui me met en difficulté;1
tout est mélangé dans les bacs chez les clients;Travail;Ce qui me met en difficulté;1
Tout le monde est jeune et pense a ses compétences propres plutôt qu'aux compétences des autres. ;Collectif;Ce qui me met en difficulté;1
Tout le monde est super bienveillant. ;Collectif;Ce que j'apprécie;1
Tout le monde peut donner son avis. Tout le monde va être pris au sérieux. Au niveau de notre agence on a pu mettre en place des choses qui fonctionnent.;Ouverture;Ce que j'apprécie;1
Tout le monde pousse dans des sens différents ;Priorités;Ce qui me met en difficulté;1
Tout le monde s'entend bien (pas de césure au niveau entre les postes);Collectif;Ce que j'apprécie;1
Tout le monde s'intéresse à ce que les autres font. Cool ! Ca me permet de m'améliorer;Reconnaissance;Ce que j'apprécie;1
Tout le monde s'investit, il y a une vie d'entreprise. Equipes engagées : à 80/90% ;Collectif;Ce que j'apprécie;1
Tout mon service : l'entraide et la bonne entente : collaborateurs + supérieurs;Collectif;Ce que j'apprécie;1
Tout s'emboite bien. Tout va bien. Tout un travail au préalable pour y parvenir : dégraissement de features avec le client.;Travail;Ce que j'apprécie;1
tout va bien;Autres;Ce qui me met en difficulté;1
Tout va bien  ;Autres;Ce qui me met en difficulté;1
Toute l'équipe Altman;Collectif;Ce que j'apprécie;1
Toute tâche annexe avec des clients ;Relation client;Ce qui me met en difficulté;1
Trafic routier difficile et stressantParking difficile (obligé de se garer loin et marcher 400m pour aller chez le client);Environnement;Ce qui me met en difficulté;1
trajet;Environnement;Ce qui me met en difficulté;1
trajet domicile travail;Environnement;Ce qui me met en difficulté;1
Transmettre ma vision et mes connaissances de la société au reste de mon équipe;Vision;Ce qui me met en difficulté;1
Travail dans le domaine du jeu vidéo;Travail;Ce que j'apprécie;1
Travail d'équipe;Travail;Ce que j'apprécie;1
Travail en équipeContexte d'entreprise Sociale et Solidaire- Raison d'êtreContexte de crise  et d'opportunités;Travail;Ce que j'apprécie;1
Travail pluridisciplinaire (technique, management);Travail;Ce que j'apprécie;1
"Travail polyvalent;Accessibilité grâce à Célia";Travail;Ce que j'apprécie;1
Travail très concret;Travail;Ce que j'apprécie;1
travaille;Travail;Ce que j'apprécie;1
Travailler avec des gens smart et passionnés;Travail;Ce que j'apprécie;1
Travailler avec mes équipes;Collectif;Ce que j'apprécie;2
travailler avec mon collègue;Travail;Ce que j'apprécie;1
Travailler dans des équipes à taille humaine;Travail;Ce que j'apprécie;1
travailler dans le jeu vidéo;Travail;Ce que j'apprécie;1
"travailler dans l'urgence et l'impression de devoir le faire de plus en plus; le rangement du serveur";Pression;Ce qui me met en difficulté;1
Travailler dans un univers créatif et musical;Travail;Ce que j'apprécie;1
Travailler dans une équipe soudée et sympathique;Travail;Ce que j'apprécie;1
Travailler des gens de différents pôles;Travail;Ce que j'apprécie;1
Travailler en équipe;Travail;Ce que j'apprécie;1
travailler ensemble;Travail;Ce que j'apprécie;1
Travailler pour un projet qui compte;Vision;Ce que j'apprécie;1
Travailler sur des applications de jeux musicaux;Vision;Ce que j'apprécie;1
Travailler sur des sujets intéressants;Travail;Ce que j'apprécie;1
Travailler sur différents projets;Travail;Ce que j'apprécie;1
travailler sur les produits;Travail;Ce que j'apprécie;1
Travailler sur plusieurs sujets;Travail;Ce que j'apprécie;1
Travailler sur un projet conséquent et important pour l'entreprise;Travail;Ce que j'apprécie;1
Très bonne entente qu'on a chez nous au SAV avec mon assistante et l'équipe. ;Collectif;Ce que j'apprécie;1
Très bonnes relations humaines avec Stéphane et Juliette. ;Collectif;Ce que j'apprécie;1
Très enrichissant, un amour pour le fait de rendre service;Travail;Ce que j'apprécie;1
Très forte croissance de l'entreprise, mais on est toujours en retard par rapport au business;Dynamique;Ce qui me met en difficulté;1
Très supportive, Communauté;Collectif;Ce que j'apprécie;1
tri chaffeur caces;Autres;Ce que j'apprécie;1
Tri facile des déchets (papier blanc, canettes, cartons) + confidentiels (chéquiers => rapide);Travail;Ce que j'apprécie;1
Trier de divers bacs (340L, 240L, 120L)Travailler IN SITU;Travail;Ce que j'apprécie;1
Trop contrôler , Avoir plus à faire , Absentéisme;Travail;Ce qui me met en difficulté;1
